Lough,RepresentativeMonitoringPoints,ShellfishSpecies,DateOfSampling,DSPAlgae,ASPAlgae,PSPAlgae,"Other (Producers of Yessotoxins, Hepatotoxins and Icthytoxic and nuisance species)",Status,Comments
Killough,K1 - AFFNI18,Oysters,03/06/2024,100,12040,No harmful species observed,No harmful species observed,OPEN,outwith notification issued 4.6.2024
Strangford ,S2 - AFFNI42,Mussels,03/06/2024,20,320,No harmful species observed,No harmful species observed,OPEN,
Strangford ,S7 - AFFNI76,Oysters,03/06/2024,20,7220,No harmful species observed ,No harmful species observed ,OPEN ,
Larne Lough ,L3 AFFNI88,Oysters,28/05/2024,No harmful species observed,No harmful species observed,No harmful species observed,No harmful species observed,OPEN,
Carlingford,C1 - AFFNI27,Mussels,21/05/2024,No harmful species observed,No harmful species observed,No harmful species observed,No harmful species observed,OPEN,
Carlingford,C11 - AFFNI84,Oysters ,21/05/2024,No harmful species observed,No harmful species observed,No harmful species observed,No harmful species observed,OPEN,
Carlingford,"C15 - AFFNI89 - Represents C7 AFFNI73, C9 - AFFNI39, C16 -106 C17 AFFNI100",Oysters,21/05/2024,No harmful species observed,No harmful species observed,No harmful species observed,No harmful species observed,OPEN,
Carlingford,Narrow Water Wild Fishery,Mussels,21/05/2024,No harmful species observed,No harmful species observed,No harmful species observed,No harmful species observed,OPEN,
Belfast ,B1 - AFFNI55,Mussels,20/05/2024,No harmful species observed,260,No harmful species observed,No harmful species observed,OPEN,
Belfast,B3 - AFFNI50,Mussels,20/05/2024,No harmful species observed,160,No harmful species observed,No harmful species observed,OPEN,
Belfast,B12 - AFFNI54,Mussels,20/05/2024,No harmful species observed,No harmful species observed,No harmful species observed,No harmful species observed,OPEN,
Dundrum Bay,Inner North - DB1 - AFFNI95A,Oysters,20/05/2024,No harmful species observed,No harmful species observed,No harmful species observed,No harmful species observed,OPEN,
Killough ,K1 - AFFNI18,Oysters,20/05/2024,No harmful species observed,480,No harmful species observed,No harmful species observed,OPEN,
Strangford ,S2 - AFFNI42,Mussels,20/05/2024,20,60,No harmful species observed,No harmful species observed,OPEN,
Strangford ,S7 - AFFNI76,Oysters,20/05/2024,No harmful species observed ,No harmful species observed ,No harmful species observed ,No harmful species observed ,OPEN,
Larne Lough ,L3 AFFNI88,Oysters,14/05/2024,No harmful species observed,No harmful species observed,No harmful species observed,No harmful species observed,OPEN,
Strangford ,S2 - AFFNI42,Mussels,14/05/2024,No harmful species observed,140,No harmful species observed,No harmful species observed,OPEN,
Strangford ,S7 - AFFNI76,Oysters ,13/05/2024,No harmful species observed ,No harmful species observed ,No harmful species observed ,No harmful species observed ,OPEN,
Dundrum Bay,Inner North - DB1 - AFFNI95A,Oysters ,08/05/2024,No harmful species observed,No harmful species observed,No harmful species observed,No harmful species observed,OPEN,
Killough ,K1 - AFFNI18,Oysters,08/05/2024,No harmful species observed,No harmful species observed,No harmful species observed,No harmful species observed,OPEN,
Belfast ,B1 - AFFNI55,Mussels,07/05/2024,No harmful species observed,No harmful species observed,No harmful species observed,No harmful species observed,OPEN,
Belfast,B3 - AFFNI50,Mussels,07/05/2024,No harmful species observed,No harmful species observed,No harmful species observed,No harmful species observed,OPEN,
Belfast,B12 - AFFNI54,Mussels,07/05/2024,No harmful species observed,No harmful species observed,20,No harmful species observed,OPEN,
Belfast,B20 - AFFNI53,Mussels,07/05/2024,No harmful species observed,No harmful species observed,No harmful species observed,No harmful species observed,OPEN,
Carlingford,C1 - AFFNI27,Mussels,07/05/2024,No harmful species observed,No harmful species observed,No harmful species observed,No harmful species observed,OPEN,
Carlingford,C11 - AFFNI84,Oysters,07/05/2024,No harmful species observed,No harmful species observed,No harmful species observed,No harmful species observed,OPEN,
Carlingford,"C15 - AFFNI89 - Represents C7 AFFNI73, C9 - AFFNI39, C16 -106 C17 AFFNI101",Oysters,07/05/2024,No harmful species observed,No harmful species observed,No harmful species observed,No harmful species observed,OPEN,
Carlingford,Narrow Water Wild Fishery,Mussels,07/05/2024,No harmful species observed,No harmful species observed,No harmful species observed,No harmful species observed,OPEN,
Carlingford,C1 - AFFNI27,Mussels,23/04/2024,No harmful species observed,60,No harmful species observed,No harmful species observed,OPEN,
Carlingford,C11 - AFFNI84,Oysters,23/04/2024,No harmful species observed,No harmful species observed,No harmful species observed,No harmful species observed,OPEN,
Carlingford,"C15 - AFFNI89 - Represents C7 AFFNI73, C9 - AFFNI39, C16 -106 C17 AFFNI100",Oysters,23/04/2024,No harmful species observed,No harmful species observed,No harmful species observed,No harmful species observed,OPEN,
Carlingford,Narrow Water Wild Fishery,Mussels,23/04/2024,No harmful species observed,No harmful species observed,No harmful species observed,No harmful species observed,OPEN,
Belfast,B1 - AFFNI55,Mussels,22/04/2024,No harmful species observed,No harmful species observed,No harmful species observed,No harmful species observed,OPEN,
Belfast,B3 - AFFNI50,Mussels,22/04/2024,No harmful species observed,No harmful species observed,No harmful species observed,No harmful species observed,OPEN,
Belfast,B12 - AFFNI54,Mussels,22/04/2024,No harmful species observed,80,No harmful species observed,No harmful species observed,OPEN,
Belfast,B20 - AFFNI53,Mussels,22/04/2024,No harmful species observed,No harmful species observed,No harmful species observed,2780,OPEN,
Dundrum Bay,Inner North - DB1 - AFFNI95A,Oysters ,22/04/2024,No harmful species observed,No harmful species observed,No harmful species observed,No harmful species observed,OPEN,
Killough ,K1 - AFFNI18,Oysters,22/04/2024,No harmful species observed,No harmful species observed,No harmful species observed,No harmful species observed,OPEN,
Larne Lough,L3 AFFNI 88,Oysters ,22/04/2024,No harmful species observed,No harmful species observed,No harmful species observed,No harmful species observed,OPEN,
Strangford,S2 - AFFNI42,Mussels,22/04/2024,No harmful species observed,40,No harmful species observed,No harmful species observed,OPEN,
Strangford,S7 - AFFNI76,Oysters ,22/04/2024,No harmful species observed ,No harmful species observed ,No harmful species observed ,No harmful species observed ,OPEN,
Dundrum BAY ,Inner North - DB1-AFFNI95A,Oysters,16/04/2024,No harmful species observed,No harmful species observed,No harmful species observed,No harmful species observed,OPEN ,
Carlingford ,C1 - AFFNI27,Mussels,09/04/2024,No harmful species observed,No harmful species observed,No harmful species observed,No harmful species observed,OPEN,
Carlingford,C11 - AFFNI84,Oysters,09/04/2024,No harmful species observed,No harmful species observed,No harmful species observed,No harmful species observed,OPEN,
Carlingford,"C15 - AFFNI89 - Represents C7 AFFNI73, C9 - AFFNI39, C16 -106 C17 AFFNI99",Oysters,09/04/2024,No harmful species observed,No harmful species observed,No harmful species observed,No harmful species observed,OPEN,
Carlingford,Narrow Water Wild Fishery,Mussels,09/04/2024,No harmful species observed,No harmful species observed,No harmful species observed,No harmful species observed,OPEN,
Belfast,B1 - AFFNI55,Mussels,08/04/2024,No harmful species observed,380,No harmful species observed,No harmful species observed,OPEN,
Belfast,B3 - AFFNI50,Mussels,08/04/2024,No harmful species observed,No harmful species observed,No harmful species observed,No harmful species observed,OPEN,
Belfast,B12 - AFFNI54,Mussels,08/04/2024,No harmful species observed,60,No harmful species observed,No harmful species observed,OPEN,
Belfast,B20 - AFFNI53,Mussels,08/04/2024,No harmful species observed,No harmful species observed,No harmful species observed,No harmful species observed,OPEN,
Dundrum Bay,Inner North - DB1 - AFFNI95A,Oysters,08/04/2024,No harmful species observed,No harmful species observed,No harmful species observed,No harmful species observed,OPEN,
Killough ,K1 - AFFNI18,Oysters,08/04/2024,No harmful species observed,No harmful species observed,No harmful species observed,No harmful species observed,OPEN,
Larne Lough,L3 AFFNI 88,Oysters,08/04/2024,No harmful species observed,100,No harmful species observed,No harmful species observed,OPEN,
Strangford,S2 - AFFNI42,Mussels,08/04/2024,No harmful species observed,No harmful species observed,No harmful species observed,No harmful species observed,OPEN,
Strangford ,S7 - AFFNI76,Oysters,08/04/2024,No harmful species observed,No harmful species observed ,No harmful species observed ,No harmful species observed ,OPEN,
Dundrum Bay,Inner North - DB1 - AFFNI95A,Oysters ,27/03/2024,No harmful species observed,No harmful species observed,No harmful species observed,No harmful species observed,OPEN,
Killough ,K1 - AFFNI18,Oysters,27/03/2024,No harmful species observed,No harmful species observed,No harmful species observed,No harmful species observed,OPEN,
Larne Lough,L3 AFFNI 88,Oysters,26/03/2024,No harmful species observed,420,No harmful species observed,No harmful species observed,OPEN,
Carlingford,C1 - AFFNI27,Mussels,25/03/2024,No harmful species observed,No harmful species observed,No harmful species observed,No harmful species observed,OPEN,
Carlingford,C11 - AFFNI84,Oysters,25/03/2024,No harmful species observed,No harmful species observed,No harmful species observed,No harmful species observed,OPEN,
Carlingford,"C15 - AFFNI89 - Represents C7 AFFNI73, C9 - AFFNI39, C16 -106 C17 AFFNI98",Oysters,25/03/2024,No harmful species observed,No harmful species observed,No harmful species observed,No harmful species observed,OPEN,
Carlingford,Narrow Water Wild Fishery,Mussels,25/03/2024,No harmful species observed,No harmful species observed,No harmful species observed,No harmful species observed,OPEN,
Lough Foyle,Production Area 3,Oysters/Mussels,25/03/2024,No harmful species observed,No harmful species observed,No harmful species observed,No harmful species observed,OPEN,
Lough Foyle,Production Area 4 ,Oysters/Mussels,25/03/2024,No harmful species observed,No harmful species observed,No harmful species observed,No harmful species observed,OPEN,
Strangford,S2 - AFFNI42,Mussels,25/03/2024,No harmful species observed,No harmful species observed,No harmful species observed,No harmful species observed,OPEN,
Strangford,S7 - AFFNI76,Oysters,25/03/2024,No harmful species observed,No harmful species observed,No harmful species observed,No harmful species observed,OPEN,
Belfast,B1 - AFFNI55,Mussels,18/03/2024,No harmful species observed,340,No harmful species observed,No harmful species observed,OPEN,
Belfast,B12 - AFFNI54,Mussels,18/03/2024,No harmful species observed,1040,No harmful species observed,No harmful species observed,OPEN,
Belfast,B20 - AFFNI53,Mussels,18/03/2024,No harmful species observed,560,No harmful species observed,No harmful species observed,OPEN,
Larne Lough,L3 AFFNI 88,Oysters,12/03/2024,No harmful species observed,No harmful species observed,No harmful species observed,No harmful species observed,OPEN,
Carlingford,C1 - AFFNI27,Mussels,11/03/2024,No harmful species observed,No harmful species observed,No harmful species observed,No harmful species observed,OPEN,
Carlingford,C11 - AFFNI84,Oysters,11/03/2024,No harmful species observed,No harmful species observed,No harmful species observed,No harmful species observed,OPEN,
Carlingford,"C15 - AFFNI89 - Represents C7 AFFNI73, C9 - AFFNI39, C16 -106 C17 AFFNI97",Oysters,11/03/2024,No harmful species observed,No harmful species observed,No harmful species observed,No harmful species observed,OPEN,
Carlingford,Narrow Water Wild Fishery,Mussels ,11/03/2024,No harmful species observed,No harmful species observed,No harmful species observed,No harmful species observed,OPEN,
Dundrum Bay,Inner North - DB1 - AFFNI95A,Oysters,11/03/2024,No harmful species observed,No harmful species observed,No harmful species observed,No harmful species observed,OPEN,
Killough ,K1 - AFFNI18,Oysters,11/03/2024,No harmful species observed,No harmful species observed,No harmful species observed,No harmful species observed,OPEN,
Lough Foyle,Production Area 3,Oysters/Mussels,11/03/2024,No harmful species observed,No harmful species observed,No harmful species observed,No harmful species observed,OPEN,
Lough Foyle,Production Area 4 ,Oysters/Mussels,11/03/2024,No harmful species observed,No harmful species observed,No harmful species observed,No harmful species observed,OPEN,
Strangford,S2 - AFFNI42,Mussels,11/03/2024,No harmful species observed,No harmful species observed,No harmful species observed,No harmful species observed,OPEN,
Strangford,S7 - AFFNI76,Oysters,11/03/2024,No harmful species observed,No harmful species observed,No harmful species observed,No harmful species observed,OPEN,
Belfast,B1 - AFFNI55,Mussels,03/03/2024,No harmful species observed,340,No harmful species observed,No harmful species observed,OPEN,
Belfast,B3 - AFFNI50,Mussels,03/03/2024,No harmful species observed,220,No harmful species observed,No harmful species observed,OPEN,
Belfast,B12 - AFFNI54,Mussels ,03/03/2024,No harmful species observed,240,No harmful species observed,No harmful species observed,OPEN,
Belfast,B20 - AFFNI53,Mussels,03/03/2024,No harmful species observed,180,No harmful species observed,No harmful species observed,OPEN,
Larne Lough,L3 AFFNI 88,Oysters,27/02/2024,No harmful species observed,No harmful species observed,No harmful species observed,No harmful species observed,OPEN,
Carlingford,C1 - AFFNI27,Mussels,26/02/2024,No harmful species observed,No harmful species observed,No harmful species observed,No harmful species observed,OPEN,
Carlingford,C11 - AFFNI84,Oysters,26/02/2024,No harmful species observed,No harmful species observed,No harmful species observed,No harmful species observed,OPEN,
Carlingford,"C15 - AFFNI89 - Represents C7 AFFNI73, C9 - AFFNI39, C16 -106 C17 AFFNI96",Oysters,26/02/2024,No harmful species observed,No harmful species observed,No harmful species observed,No harmful species observed,OPEN,
Carlingford,Narrow Water Wild Fishery,Mussels,26/02/2024,No harmful species observed,No harmful species observed,No harmful species observed,No harmful species observed,OPEN,
Dundrum Bay,Inner North - DB1 - AFFNI95A,Oysters,26/02/2024,No harmful species observed,No harmful species observed,No harmful species observed,No harmful species observed,OPEN,
Killough ,K1 - AFFNI18,Oysters,26/02/2024,No harmful species observed,No harmful species observed,No harmful species observed,No harmful species observed,OPEN,
Lough Foyle,Production Area 3,Oysters/Mussels,26/02/2024,No harmful species observed,40,No harmful species observed,No harmful species observed,OPEN,
Lough Foyle,Production Area 4 ,Oysters/Mussels,26/02/2024,No harmful species observed,200,No harmful species observed,No harmful species observed,OPEN,
Strangford,S2 - AFFNI42,Mussels,26/02/2024,No harmful species observed,No harmful species observed,No harmful species observed,No harmful species observed,OPEN,
Strangford,S7 - AFFNI76,Oysters,26/02/2024,No harmful species observed,No harmful species observed,No harmful species observed,No harmful species observed,OPEN,
Belfast,B1 - AFFNI55,Mussels,19/02/2024,No harmful species observed,700,No harmful species observed,No harmful species observed,OPEN,
Belfast,B3 - AFFNI50,Mussels,19/02/2024,No harmful species observed,1440,No harmful species observed,No harmful species observed,OPEN,
Belfast,B12 - AFFNI54,Mussels,19/02/2024,No harmful species observed,1620,No harmful species observed,No harmful species observed,OPEN,
Belfast,B20 - AFFNI53,Mussels,19/02/2024,No harmful species observed,1460,No harmful species observed,No harmful species observed,OPEN,
Strangford,S7 - AFFNI76,Oysters,19/02/2024,No harmful species observed,No harmful species observed,No harmful species observed,No harmful species observed,OPEN,
Carlingford,C1 - AFFNI27,Mussels,13/02/2024,No harmful species observed,No harmful species observed,No harmful species observed,No harmful species observed,OPEN,
Carlingford,C11 - AFFNI84,Oysters,13/02/2024,No harmful species observed,No harmful species observed,No harmful species observed,No harmful species observed,OPEN,
Carlingford,"C15 - AFFNI89 - Represents C7 AFFNI73, C9 - AFFNI39, C16 -106 C17 AFFNI95",Oysters,13/02/2024,No harmful species observed,No harmful species observed,No harmful species observed,No harmful species observed,OPEN,
Carlingford,Narrow Water Wild Fishery,Mussels,13/02/2024,No harmful species observed,No harmful species observed,No harmful species observed,No harmful species observed,OPEN,
Larne Lough,L3 AFFNI 88,Oysters,13/02/2024,No harmful species observed,No harmful species observed,No harmful species observed,No harmful species observed,OPEN,
Dundrum Bay,Inner North - DB1 - AFFNI95A,Oysters,12/02/2024,No harmful species observed,No harmful species observed,No harmful species observed,No harmful species observed,OPEN,
Killough ,K1 - AFFNI18,Oysters,12/02/2024,No harmful species observed,No harmful species observed,No harmful species observed,No harmful species observed,OPEN,
Lough Foyle,Production Area 3,Oysters/Mussels,12/02/2024,No harmful species observed,No harmful species observed,No harmful species observed,No harmful species observed,OPEN,
Lough Foyle,Production Area 4 ,Oysters/Mussels,12/02/2024,No harmful species observed,No harmful species observed,No harmful species observed,No harmful species observed,OPEN,
Strangford,S2 - AFFNI42,Mussels,12/02/2024,No harmful species observed,No harmful species observed,No harmful species observed,No harmful species observed,OPEN,
Belfast,B1 - AFFNI55,Mussels,06/02/2024,No harmful species observed,320,No harmful species observed,No harmful species observed,OPEN,
Belfast,B3 - AFFNI50,Mussels,06/02/2024,No harmful species observed,1600,No harmful species observed,No harmful species observed,OPEN,
Belfast,B12 - AFFNI54,Mussels,06/02/2024,No harmful species observed,1260,No harmful species observed,No harmful species observed,OPEN,
Belfast,B20 - AFFNI53,Mussels,06/02/2024,No harmful species observed,1300,No harmful species observed,No harmful species observed,OPEN,
Dundrum Bay,Inner North - DB1 - AFFNI95A,Oysters,06/02/2024,No harmful species observed,No harmful species observed,No harmful species observed,No harmful species observed,OPEN,
Killough ,K1 - AFFNI18,Oysters,06/02/2024,No harmful species observed,No harmful species observed,No harmful species observed,No harmful species observed,OPEN,
Carlingford,C1 - AFFNI27,Mussels,30/01/2024,No harmful species observed,No harmful species observed,No harmful species observed,No harmful species observed,OPEN,
Carlingford,C11 - AFFNI84,Oysters,30/01/2024,No harmful species observed,No harmful species observed,No harmful species observed,No harmful species observed,OPEN,
Carlingford,"C15 - AFFNI89 - Represents C7 AFFNI73, C9 - AFFNI39, C16 -106 C17 AFFNI94",Oysters,30/01/2024,No harmful species observed,No harmful species observed,No harmful species observed,No harmful species observed,OPEN,
Carlingford,Narrow Water Wild Fishery,Mussels,30/01/2024,No harmful species observed,No harmful species observed,No harmful species observed,No harmful species observed,OPEN,
Lough Foyle,Production Area 3,Oysters/Mussels,29/01/2024,No harmful species observed,No harmful species observed,No harmful species observed,No harmful species observed,OPEN,
Lough Foyle,Production Area 4 ,Oysters/Mussels,29/01/2024,No harmful species observed,No harmful species observed,No harmful species observed,No harmful species observed,OPEN,
Strangford,S2 - AFFNI42,Mussels,29/01/2024,No harmful species observed,No harmful species observed,No harmful species observed,No harmful species observed,OPEN,
Strangford,S7 - AFFNI76,Oysters,29/01/2024,No harmful species observed,No harmful species observed,No harmful species observed,No harmful species observed,OPEN,
Belfast,B3 - AFFNI50,Mussels,24/01/2024,No harmful species observed,80,No harmful species observed,No harmful species observed,OPEN,
Belfast,B12 - AFFNI54,Mussels,24/01/2024,No harmful species observed,No harmful species observed,No harmful species observed,No harmful species observed,OPEN,
Belfast,B20 - AFFNI53,Mussels,24/01/2024,No harmful species observed,No harmful species observed,No harmful species observed,No harmful species observed,OPEN,
Larne Lough,L3 AFFNI 88,Oysters,24/01/2024,No harmful species observed,No harmful species observed,No harmful species observed,No harmful species observed,OPEN,
Dundrum Bay,Inner North - DB1 - AFFNI95A,Oysters ,23/01/2024,No harmful species observed,No harmful species observed,No harmful species observed,No harmful species observed,OPEN,
Killough ,K1 - AFFNI18,Oysters ,23/01/2024,No harmful species observed,No harmful species observed,No harmful species observed,No harmful species observed,OPEN,
Carlingford ,C1 - AFFNI27,Mussels ,16/01/2024,No harmful species observed,No harmful species observed,No harmful species observed,No harmful species observed,OPEN,
Carlingford,C11 - AFFNI84,Oysters ,16/01/2024,No harmful species observed,No harmful species observed,No harmful species observed,No harmful species observed,OPEN,
Carlingford,"C15 - AFFNI89 - Represents C7 AFFNI73, C9 - AFFNI39, C16 -106 C17 AFFNI93",Oysters,16/01/2024,No harmful species observed,No harmful species observed,No harmful species observed,No harmful species observed,OPEN,
Carlingford,Narrow Water Wild Fishery,Mussels,16/01/2024,No harmful species observed,No harmful species observed,No harmful species observed,No harmful species observed,OPEN,
Lough Foyle,Production Area 3,Oysters/Mussels,15/01/2024,No harmful species observed,No harmful species observed,No harmful species observed,No harmful species observed,OPEN,
Lough Foyle,Production Area 4 ,Oysters/Mussels,15/01/2024,No harmful species observed,No harmful species observed,No harmful species observed,No harmful species observed,OPEN,
Larne Lough,L3 AFFNI 88,Oysters,09/01/2024,No harmful species observed,80,No harmful species observed,No harmful species observed,OPEN,
Belfast ,B1 - AFFNI55,Mussels ,08/01/2024,No harmful species observed,No harmful species observed,No harmful species observed,No harmful species observed,OPEN,
Belfast,B3 - AFFNI50,Mussels,08/01/2024,No harmful species observed,No harmful species observed,No harmful species observed,No harmful species observed,OPEN,
Belfast,B12 - AFFNI54,Mussels,08/01/2024,No harmful species observed,No harmful species observed,No harmful species observed,No harmful species observed,OPEN,
Belfast,B20 - AFFNI53,Mussels,08/01/2024,No harmful species observed,No harmful species observed,No harmful species observed,No harmful species observed,OPEN,
Dundrum Bay,Inner North - DB1 - AFFNI95A,Oysters,08/01/2024,No harmful species observed,No harmful species observed,No harmful species observed,No harmful species observed,OPEN,
Killough ,K1 - AFFNI18,Oysters,08/01/2024,No harmful species observed,No harmful species observed,No harmful species observed,No harmful species observed,OPEN,
Lough Foyle,Production Area 3,Oysters/Mussels,08/01/2024,No harmful species observed,No harmful species observed,No harmful species observed,No harmful species observed,OPEN,
Lough Foyle,Production Area 4 ,Oysters/Mussels,08/01/2024,No harmful species observed,No harmful species observed,No harmful species observed,No harmful species observed,OPEN,
Strangford,S2 - AFFNI42,Mussels,08/01/2024,No harmful species observed,No harmful species observed,No harmful species observed,No harmful species observed,OPEN,
Carlingford,C1 - AFFNI27,Mussels,02/01/2024,No harmful species observed,No harmful species observed,No harmful species observed,No harmful species observed,OPEN,
Carlingford,C11 - AFFNI84,Oysters ,02/01/2024,No harmful species observed,No harmful species observed,No harmful species observed,No harmful species observed,OPEN,
Carlingford,"C15 - AFFNI89 - Represents C7 AFFNI73, C9 - AFFNI39, C16 -106 C17 AFFNI92",Oysters ,02/01/2024,No harmful species observed,No harmful species observed,No harmful species observed,No harmful species observed,OPEN,
Carlingford,Narrow Water Wild Fishery,Mussels,02/01/2024,No harmful species observed,No harmful species observed,No harmful species observed,No harmful species observed,OPEN,
Belfast ,B1 - AFFNI55,Mussels ,24/01/2023,No harmful species observed,No harmful species observed,No harmful species observed,No harmful species observed,OPEN,
Belfast,B20 - AFFNI53,Mussels,20/05/2022,No harmful species observed,No harmful species observed,No harmful species observed,No harmful species observed,OPEN,
Belfast,B3 - AFFNI50,Mussels,18/03/2022,No harmful species observed,900,No harmful species observed,No harmful species observed,OPEN,
