Lough,RepresentativeMonitoringPoints,ShellfishSpecies,DateOfSampling,DSPAlgae,ASPAlgae,PSPAlgae,Status,Comments
Carlingford,Narrow Water - Wild Fishery             ,Oysters,13/12/2021,No harmful species observed,80,No harmful species observed,Open,
Dundrum Bay,Inner North - DB1 - AFFNI95A,Oysters,11/01/2021,No harmful species observed,No harmful species observed,No harmful species observed,OPEN,
Dundrum Bay,Inner North - DB1 - AFFNI95A,Oysters,26/01/2021,No harmful species observed,No harmful species observed,No harmful species observed,OPEN,
Dundrum Bay,Inner North - DB1 - AFFNI95A,Oysters,09/02/2021,No harmful species observed,No harmful species observed,No harmful species observed,OPEN,
Dundrum Bay,Inner North - DB1 - AFFNI95A,Oysters,23/02/2021,No harmful species observed,No harmful species observed,No harmful species observed,OPEN,
Dundrum Bay,Inner North - DB1 - AFFNI95A,Oysters,09/03/2021,No harmful species observed,No harmful species observed,No harmful species observed,OPEN,
Dundrum Bay,Inner North - DB1 - AFFNI95A,Oysters,23/03/2021,No harmful species observed,No harmful species observed,No harmful species observed,OPEN,
Dundrum Bay,Inner North - DB1 - AFFNI95A,Oysters,07/04/2021,No harmful species observed,3280,No harmful species observed,OPEN,
Dundrum Bay,Inner North - DB1 - AFFNI95A,Oysters,12/04/2021,No harmful species observed,700,No harmful species observed,OPEN,
Dundrum Bay,Inner North - DB1 - AFFNI95A,Oysters,26/04/2021,No harmful species observed,No harmful species observed,No harmful species observed,OPEN,
Dundrum Bay,Inner North - DB1 - AFFNI95A,Oysters,10/05/2021,No harmful species observed,No harmful species observed,No harmful species observed,OPEN,
Dundrum Bay,Inner North - DB1 - AFFNI95A,Oysters,24/05/2021,No harmful species observed,No harmful species observed,No harmful species observed,OPEN,
Dundrum Bay,Inner North - DB1 - AFFNI95A,Oysters,09/06/2021,No harmful species observed,No harmful species observed,No harmful species observed,OPEN,
Dundrum Bay,Inner North - DB1 - AFFNI95A,Oysters,21/06/2021,No harmful species observed,6140,No harmful species observed,OPEN,
Dundrum Bay,Inner North - DB1 - AFFNI95A,Oysters,07/07/2021,No harmful species observed,No harmful species observed,No harmful species observed,OPEN,
Dundrum Bay,Inner North - DB1 - AFFNI95A,Oysters,20/07/2021,No harmful species observed,No harmful species observed,No harmful species observed,OPEN,
Dundrum Bay,Inner North - DB1 - AFFNI95A,Oysters,04/08/2021,No harmful species observed,No harmful species observed,No harmful species observed,OPEN,
Dundrum Bay,Inner North - DB1 - AFFNI95A,Oysters,18/08/2021,No harmful species observed,3080,No harmful species observed,OPEN,
Dundrum Bay,Inner North - DB1 - AFFNI95A,Oysters,23/08/2021,No harmful species observed,9580,No harmful species observed,OPEN,
Dundrum Bay,Inner North - DB1 - AFFNI95A,Oysters,06/09/2021,No harmful species observed,2820,No harmful species observed,OPEN,
Dundrum Bay,Inner North - DB1 - AFFNI95A,Oysters,20/09/2021,No harmful species observed,19160,No harmful species observed,OPEN,
Dundrum Bay,Inner North - DB1 - AFFNI95A,Oysters,05/10/2021,No harmful species observed,9000,No harmful species observed,OPEN,
Dundrum Bay,Inner North - DB1 - AFFNI95A,Oysters,19/10/2021,No harmful species observed,8040,No harmful species observed,OPEN,
Dundrum Bay,Inner North - DB1 - AFFNI95A,Oysters,02/11/2021,No harmful species observed,240,No harmful species observed,OPEN,
Dundrum Bay,Inner North - DB1 - AFFNI95A,Oysters,16/11/2021,No harmful species observed,No harmful species observed,No harmful species observed,OPEN,
Dundrum Bay,Inner North - DB1 - AFFNI95A,Oysters,22/11/2021,No harmful species observed,No harmful species observed,No harmful species observed,OPEN,
Dundrum Bay,Inner North - DB1 - AFFNI95A,Oysters,06/12/2021,No harmful species observed,No harmful species observed,No harmful species observed,OPEN,
Dundrum Bay,Inner North - DB1 - AFFNI95A,Oysters,20/12/2021,No harmful species observed,No harmful species observed,No harmful species observed,OPEN,
Dundrum Bay,Inner South - DB2 - AFFNI95B,Mussels,,,,,OPEN,
Killough,K1 - AFFNI18,Oysters/Mussels,11/01/2021,No harmful species observed,No harmful species observed,No harmful species observed,Oysters Open/ Mussels dormant 01/01/2020,
Killough,K1 - AFFNI18,Oysters/Mussels,26/01/2021,No harmful species observed,No harmful species observed,No harmful species observed,Oysters Open/ Mussels dormant 01/01/2020,
Killough,K1 - AFFNI18,Oysters/Mussels,09/02/2021,No harmful species observed,No harmful species observed,No harmful species observed,Oysters Open/ Mussels dormant 01/01/2020,
Killough,K1 - AFFNI18,Oysters/Mussels,23/02/2021,No harmful species observed,No harmful species observed,No harmful species observed,Oysters Open/ Mussels dormant 01/01/2020,
Killough,K1 - AFFNI18,Oysters/Mussels,09/03/2021,No harmful species observed,No harmful species observed,No harmful species observed,Oysters Open/ Mussels dormant 01/01/2020,
Killough,K1 - AFFNI18,Oysters/Mussels,23/03/2021,No harmful species observed,No harmful species observed,No harmful species observed,Oysters Open/ Mussels dormant 01/01/2020,
Killough,K1 - AFFNI18,Oysters/Mussels,07/04/2021,No harmful species observed,No harmful species observed,No harmful species observed,Oysters Open/ Mussels dormant 01/01/2020,
Killough,K1 - AFFNI18,Oysters/Mussels,12/04/2021,No harmful species observed,80,No harmful species observed,Oysters Open/ Mussels dormant 01/01/2020,
Killough,K1 - AFFNI18,Oysters/Mussels,26/04/2021,No harmful species observed,300,No harmful species observed,Oysters Open/ Mussels dormant 01/01/2020,
Killough,K1 - AFFNI18,Oysters/Mussels,10/05/2021,No harmful species observed,No harmful species observed,No harmful species observed,Oysters Open/ Mussels dormant 01/01/2020,
Killough,K1 - AFFNI18,Oysters/Mussels,24/05/2021,No harmful species observed,120,No harmful species observed,Oysters Open/ Mussels dormant 01/01/2020,
Killough,K1 - AFFNI18,Oysters/Mussels,09/06/2021,20,2060,No harmful species observed,Oysters Open/ Mussels dormant 01/01/2020,
Killough,K1 - AFFNI18,Oysters/Mussels,21/06/2021,20,51320,No harmful species observed,Oysters Open/ Mussels dormant 01/01/2020,
Killough,K1 - AFFNI18,Oysters/Mussels,07/07/2021,20,13220,No harmful species observed,Oysters Open/ Mussels dormant 01/01/2020,
Killough,K1 - AFFNI18,Oysters/Mussels,20/07/2021,40,1740,No harmful species observed,Oysters Open/ Mussels dormant 01/01/2020,
Killough,K1 - AFFNI18,Oysters/Mussels,04/08/2021,No harmful species observed,2080,No harmful species observed,Oysters Open/ Mussels dormant 01/01/2020,
Killough,K1 - AFFNI18,Oysters/Mussels,18/08/2021,No harmful species observed,740,No harmful species observed,Oysters Open/ Mussels dormant 01/01/2020,
Killough,K1 - AFFNI18,Oysters/Mussels,23/08/2021,No harmful species observed,18740,No harmful species observed,Oysters Open/ Mussels dormant 01/01/2020,
Killough,K1 - AFFNI18,Oysters/Mussels,06/09/2021,No harmful species observed,5160,No harmful species observed,Oysters Open/ Mussels dormant 01/01/2020,
Killough,K1 - AFFNI18,Oysters/Mussels,20/09/2021,No harmful species observed,9860,No harmful species observed,Oysters Open/ Mussels dormant 01/01/2020,
Killough,K1 - AFFNI18,Oysters/Mussels,05/10/2021,No harmful species observed,11920,No harmful species observed,Oysters Open/ Mussels dormant 01/01/2020,
Killough,K1 - AFFNI18,Oysters/Mussels,19/10/2021,No harmful species observed,860,No harmful species observed,Oysters Open/ Mussels dormant 01/01/2020,
Killough,K1 - AFFNI18,Oysters/Mussels,02/11/2021,No harmful species observed,No harmful species observed,No harmful species observed,Oysters Open/ Mussels dormant 01/01/2020,
Killough,K1 - AFFNI18,Oysters/Mussels,16/11/2021,No harmful species observed,No harmful species observed,No harmful species observed,Oysters Open/ Mussels dormant 01/01/2020,
Killough,K1 - AFFNI18,Oysters/Mussels,22/11/2021,No harmful species observed,No harmful species observed,No harmful species observed,Oysters Open/ Mussels dormant 01/01/2020,
Killough,K1 - AFFNI18,Oysters/Mussels,06/12/2021,No harmful species observed,40,No harmful species observed,Oysters Open/ Mussels dormant 01/01/2020,
Killough,K1 - AFFNI18,Oysters/Mussels,20/12/2021,No harmful species observed,No harmful species observed,No harmful species observed,Oysters Open/ Mussels dormant 01/01/2020,
Larne Lough,L3 - AFFNI88,Oysters,12/01/2021,No harmful species observed,No harmful species observed,No harmful species observed,Open,
Larne Lough,L3 - AFFNI88,Oysters,25/01/2021,No harmful species observed,No harmful species observed,No harmful species observed,Open,
Larne Lough,L3 - AFFNI88,Oysters,08/02/2021,No harmful species observed,No harmful species observed,No harmful species observed,Open,
Larne Lough,L3 - AFFNI88,Oysters,23/02/2021,No harmful species observed,80,No harmful species observed,Open,
Larne Lough,L3 - AFFNI88,Oysters,08/03/2021,No harmful species observed,No harmful species observed,No harmful species observed,Open,
Larne Lough,L3 - AFFNI88,Oysters,22/03/2021,No harmful species observed,120,No harmful species observed,Open,
Larne Lough,L3 - AFFNI88,Oysters,13/04/2021,No harmful species observed,280,No harmful species observed,Open,
Larne Lough,L3 - AFFNI88,Oysters,26/04/2021,No harmful species observed,80,No harmful species observed,Open,
Larne Lough,L3 - AFFNI88,Oysters,11/05/2021,No harmful species observed,140,No harmful species observed,Open,
Larne Lough,L3 - AFFNI88,Oysters,25/05/2021,No harmful species observed,No harmful species observed,No harmful species observed,Open,
Larne Lough,L3 - AFFNI88,Oysters,15/06/2021,No harmful species observed,40,No harmful species observed,Open,
Larne Lough,L3 - AFFNI88,Oysters,28/06/2021,No harmful species observed,1220,No harmful species observed,Open,
Larne Lough,L3 - AFFNI88,Oysters,14/07/2021,No harmful species observed,No harmful species observed,No harmful species observed,Open,
Larne Lough,L3 - AFFNI88,Oysters,26/07/2021,No harmful species observed,200,No harmful species observed,Open,
Larne Lough,L3 - AFFNI88,Oysters,09/08/2021,No harmful species observed,320,No harmful species observed,Open,
Larne Lough,L3 - AFFNI88,Oysters,24/08/2021,No harmful species observed,120,No harmful species observed,Open,
Larne Lough,L3 - AFFNI88,Oysters,14/09/2021,No harmful species observed,No harmful species observed,No harmful species observed,Open,
Larne Lough,L3 - AFFNI88,Oysters,27/09/2021,No harmful species observed,40,No harmful species observed,Open,
Larne Lough,L3 - AFFNI88,Oysters,12/10/2021,20,80,No harmful species observed,Open,
Larne Lough,L3 - AFFNI88,Oysters,25/10/2021,No harmful species observed,No harmful species observed,No harmful species observed,Open,
Larne Lough,L3 - AFFNI88,Oysters,09/11/2021,No harmful species observed,No harmful species observed,No harmful species observed,Open,
Larne Lough,L3 - AFFNI88,Oysters,29/11/2021,No harmful species observed,No harmful species observed,No harmful species observed,Open,
Larne Lough,L3 - AFFNI88,Oysters,13/12/2021,No harmful species observed,No harmful species observed,No harmful species observed,Open,
Larne Lough,L3 - AFFNI88,Oysters,29/12/2021,,,,Open,Missed sample due to site access difficulties
Lough Foyle,Production Area 3 ,Mussels/ Oysters,12/01/2021,No harmful species observed,No harmful species observed,No harmful species observed,Open,Sample delayed due to staffing issues at the Loughs Agency
Lough Foyle,Production Area 3 ,Mussels/ Oysters,18/01/2021,No harmful species observed,80,No harmful species observed,Open,
Lough Foyle,Production Area 3 ,Mussels/ Oysters,01/02/2021,No harmful species observed,No harmful species observed,No harmful species observed,Open,
Lough Foyle,Production Area 3 ,Mussels/ Oysters,15/02/2021,No harmful species observed,No harmful species observed,No harmful species observed,Open,
Lough Foyle,Production Area 3 ,Mussels/ Oysters,01/03/2021,No harmful species observed,No harmful species observed,No harmful species observed,Open,
Lough Foyle,Production Area 3 ,Mussels/ Oysters,15/03/2021,No harmful species observed,No harmful species observed,No harmful species observed,Open,
Lough Foyle,Production Area 3 ,Mussels/ Oysters,29/03/2021,No harmful species observed,No harmful species observed,No harmful species observed,Open,
Lough Foyle,Production Area 3 ,Mussels/ Oysters,12/04/2021,No harmful species observed,160,No harmful species observed,Open,
Lough Foyle,Production Area 3 ,Mussels/ Oysters,26/04/2021,No harmful species observed,494400,No harmful species observed,Open,Pseudo nitzschia spp. present above trigger levels - confirmed that there is no harvesting for mussels or oysters at present in PA3 or PA4 therefore no additional testing required.
Lough Foyle,Production Area 3 ,Mussels/ Oysters,11/10/2021,No harmful species observed,720,No harmful species observed,Open,
Lough Foyle,Production Area 3 ,Mussels/ Oysters,26/10/2021,No harmful species observed,No harmful species observed,No harmful species observed,Open,
Lough Foyle,Production Area 3 ,Mussels/ Oysters,08/11/2021,No harmful species observed,No harmful species observed,No harmful species observed,Open,
Lough Foyle,Production Area 3 ,Mussels/ Oysters,22/11/2021,No harmful species observed,No harmful species observed,No harmful species observed,Open,
Lough Foyle,Production Area 3 ,Mussels/ Oysters,06/12/2021,No harmful species observed,No harmful species observed,No harmful species observed,Open,
Lough Foyle,Production Area 3 ,Mussels/ Oysters,13/12/2021,No harmful species observed,No harmful species observed,No harmful species observed,Open,
Lough Foyle,Production Area 4 ,Mussels/ Oysters,12/01/2021,No harmful species observed,No harmful species observed,No harmful species observed,Open,Sample delayed due to staffing issues at the Loughs Agency
Lough Foyle,Production Area 4 ,Mussels/ Oysters,18/01/2021,No harmful species observed,No harmful species observed,No harmful species observed,Open,
Lough Foyle,Production Area 4 ,Mussels/ Oysters,01/02/2021,No harmful species observed,No harmful species observed,No harmful species observed,Open,
Lough Foyle,Production Area 4 ,Mussels/ Oysters,15/02/2021,No harmful species observed,No harmful species observed,No harmful species observed,Open,
Lough Foyle,Production Area 4 ,Mussels/ Oysters,01/03/2021,No harmful species observed,No harmful species observed,No harmful species observed,Open,
Lough Foyle,Production Area 4 ,Mussels/ Oysters,15/03/2021,No harmful species observed,No harmful species observed,No harmful species observed,Open,
Lough Foyle,Production Area 4 ,Mussels/ Oysters,29/03/2021,No harmful species observed,No harmful species observed,No harmful species observed,Open,
Lough Foyle,Production Area 4 ,Mussels/ Oysters,12/04/2021,No harmful species observed,240,No harmful species observed,Open,
Lough Foyle,Production Area 4 ,Mussels/ Oysters,26/04/2021,No harmful species observed,3400,No harmful species observed,Open,
Lough Foyle,Production Area 4 ,Mussels/ Oysters,11/10/2021,No harmful species observed,320,No harmful species observed,Open,
Lough Foyle,Production Area 4 ,Mussels/ Oysters,26/10/2021,No harmful species observed,No harmful species observed,No harmful species observed,Open,
Lough Foyle,Production Area 4 ,Mussels/ Oysters,08/11/2021,No harmful species observed,No harmful species observed,No harmful species observed,Open,
Lough Foyle,Production Area 4 ,Mussels/ Oysters,22/11/2021,No harmful species observed,No harmful species observed,No harmful species observed,Open,
Lough Foyle,Production Area 4 ,Mussels/ Oysters,06/12/2021,No harmful species observed,No harmful species observed,No harmful species observed,Open,
Lough Foyle,Production Area 4 ,Mussels/ Oysters,13/12/2021,No harmful species observed,No harmful species observed,No harmful species observed,Open,
Strangford,S2 - AFFNI42,Mussels,04/01/2021,No harmful species observed,No harmful species observed,No harmful species observed,Open,
Strangford,S2 - AFFNI42,Mussels,19/01/2021,20,No harmful species observed,No harmful species observed,Open,
Strangford,S2 - AFFNI42,Mussels,01/02/2021,No harmful species observed,No harmful species observed,No harmful species observed,Closed,Bed closed on 03/02/2021 due to a prohibited micro result. 
Strangford,S2 - AFFNI42,Mussels,16/02/2021,No harmful species observed,No harmful species observed,No harmful species observed,Closed,Bed closed on 03/02/2021 due to a prohibited micro result. 
Strangford,S2 - AFFNI42,Mussels,01/03/2021,No harmful species observed,No harmful species observed,No harmful species observed,Open,
Strangford,S2 - AFFNI42,Mussels,16/03/2021,No harmful species observed,No harmful species observed,No harmful species observed,Open,
Strangford,S2 - AFFNI42,Mussels,30/03/2021,No harmful species observed,120,No harmful species observed,Open,
Strangford,S2 - AFFNI42,Mussels,13/04/2021,No harmful species observed,80,No harmful species observed,Open,
Strangford,S2 - AFFNI42,Mussels,27/04/2021,No harmful species observed,No harmful species observed,No harmful species observed,Open,
Strangford,S2 - AFFNI42,Mussels,11/05/2021,No harmful species observed,No harmful species observed,No harmful species observed,Open,
Strangford,S2 - AFFNI42,Mussels,25/05/2021,No harmful species observed,No harmful species observed,No harmful species observed,Open,
Strangford,S2 - AFFNI42,Mussels,08/06/2021,No harmful species observed,80,No harmful species observed,Open,
Strangford,S2 - AFFNI42,Mussels,22/06/2021,60,480,No harmful species observed,Open,
Strangford,S2 - AFFNI42,Mussels,05/07/2021,No harmful species observed,60,No harmful species observed,Open,
Strangford,S2 - AFFNI42,Mussels,20/07/2021,No harmful species observed,80,No harmful species observed,Open,
Strangford,S2 - AFFNI42,Mussels,03/08/2021,No harmful species observed,740,No harmful species observed,Open,
Strangford,S2 - AFFNI42,Mussels,17/08/2021,No harmful species observed,80,No harmful species observed,Open,
Strangford,S2 - AFFNI42,Mussels,31/08/2021,20,80,No harmful species observed,Open,
Strangford,S2 - AFFNI42,Mussels,14/09/2021,No harmful species observed,2920,No harmful species observed,Open,
Strangford,S2 - AFFNI42,Mussels,28/09/2021,40,47720,No harmful species observed,Open,
Strangford,S2 - AFFNI42,Mussels,11/10/2021,No harmful species observed,No harmful species observed,No harmful species observed,Open,
Strangford,S2 - AFFNI42,Mussels,26/10/2021,No harmful species observed,1360,No harmful species observed,Open,
Strangford,S2 - AFFNI42,Mussels,09/11/2021,No harmful species observed,No harmful species observed,No harmful species observed,Open,
Strangford,S2 - AFFNI42,Mussels,23/11/2021,No harmful species observed,120,No harmful species observed,Open,
Strangford,S2 - AFFNI42,Mussels,06/12/2021,No harmful species observed,No harmful species observed,No harmful species observed,Open,
Strangford,S2 - AFFNI42,Mussels,20/12/2021,No harmful species observed,No harmful species observed,No harmful species observed,Open,
Strangford,S7 - AFFNI76,Mussels/ Oysters,18/01/2021,No harmful species observed,120,No harmful species observed,Oysters Open/Mussels de-classified 01/01/2020,
Strangford,S7 - AFFNI76,Mussels/ Oysters,01/02/2021,No harmful species observed,No harmful species observed,No harmful species observed,Oysters Open/Mussels de-classified 01/01/2020,
Strangford,S7 - AFFNI76,Mussels/ Oysters,16/02/2021,No harmful species observed,No harmful species observed,No harmful species observed,Oysters Open/Mussels de-classified 01/01/2020,
Strangford,S7 - AFFNI76,Mussels/ Oysters,01/03/2021,No harmful species observed,No harmful species observed,No harmful species observed,Oysters Open/Mussels de-classified 01/01/2020,
Strangford,S7 - AFFNI76,Mussels/ Oysters,15/03/2021,No harmful species observed,No harmful species observed,No harmful species observed,Oysters Open/Mussels de-classified 01/01/2020,
Strangford,S7 - AFFNI76,Mussels/ Oysters,29/03/2021,No harmful species observed,No harmful species observed,No harmful species observed,Oysters Open/Mussels de-classified 01/01/2020,
Strangford,S7 - AFFNI76,Mussels/ Oysters,12/04/2021,No harmful species observed,No harmful species observed,No harmful species observed,Oysters Open/Mussels de-classified 01/01/2020,
Strangford,S7 - AFFNI76,Mussels/ Oysters,26/04/2021,No harmful species observed,No harmful species observed,No harmful species observed,Oysters Open/Mussels de-classified 01/01/2020,
Strangford,S7 - AFFNI76,Mussels/ Oysters,10/05/2021,No harmful species observed,No harmful species observed,No harmful species observed,Oysters Open/Mussels de-classified 01/01/2020,
Strangford,S7 - AFFNI76,Mussels/ Oysters,24/05/2021,No harmful species observed,40,No harmful species observed,Oysters Open/Mussels de-classified 01/01/2020,
Strangford,S7 - AFFNI76,Mussels/ Oysters,07/06/2021,No harmful species observed,220,No harmful species observed,Oysters Open/Mussels de-classified 01/01/2020,
Strangford,S7 - AFFNI76,Mussels/ Oysters,21/06/2021,No harmful species observed,No harmful species observed,No harmful species observed,Oysters Open/Mussels de-classified 01/01/2020,
Strangford,S7 - AFFNI76,Mussels/ Oysters,05/07/2021,No harmful species observed,520,No harmful species observed,Oysters Open/Mussels de-classified 01/01/2020,
Strangford,S7 - AFFNI76,Mussels/ Oysters,19/07/2021,20,620,No harmful species observed,Oysters Open/Mussels de-classified 01/01/2020,
Strangford,S7 - AFFNI76,Mussels/ Oysters,03/08/2021,No harmful species observed,1280,No harmful species observed,Oysters Open/Mussels de-classified 01/01/2020,
Strangford,S7 - AFFNI76,Mussels/ Oysters,17/08/2021,No harmful species observed,260,No harmful species observed,Oysters Open/Mussels de-classified 01/01/2020,
Strangford,S7 - AFFNI76,Mussels/ Oysters,31/08/2021,No harmful species observed,No harmful species observed,No harmful species observed,Oysters Open/Mussels de-classified 01/01/2020,
Strangford,S7 - AFFNI76,Mussels/ Oysters,14/09/2021,No harmful species observed,1420,No harmful species observed,Oysters Open/Mussels de-classified 01/01/2020,
Strangford,S7 - AFFNI76,Mussels/ Oysters,27/09/2021,No harmful species observed,460,No harmful species observed,Oysters Open/Mussels de-classified 01/01/2020,
Strangford,S7 - AFFNI76,Mussels/ Oysters,11/10/2021,No harmful species observed,No harmful species observed,No harmful species observed,Oysters Open/Mussels de-classified 01/01/2020,
Strangford,S7 - AFFNI76,Mussels/ Oysters,25/10/2021,No harmful species observed,260,No harmful species observed,Oysters Open/Mussels de-classified 01/01/2020,
Strangford,S7 - AFFNI76,Mussels/ Oysters,08/11/2021,No harmful species observed,40,No harmful species observed,Oysters Open/Mussels de-classified 01/01/2020,
Strangford,S7 - AFFNI76,Mussels/ Oysters,22/11/2021,No harmful species observed,No harmful species observed,No harmful species observed,Oysters Open/Mussels de-classified 01/01/2020,
Strangford,S7 - AFFNI76,Mussels/ Oysters,06/12/2021,No harmful species observed,100,No harmful species observed,Oysters Open/Mussels de-classified 01/01/2020,
Strangford,S7 - AFFNI76,Mussels/ Oysters,20/12/2021,No harmful species observed,60,No harmful species observed,Oysters Open/Mussels de-classified 01/01/2020,
