Lough,RepresentativeMonitoringPoints,ShellfishSpecies,DateOfSampling,DSPAlgae,ASPAlgae,PSPAlgae,"Other (Producers of Yessotoxins, Hepatotoxins and Icthytoxic and nuisance species)",Status,Comments
Strangford ,S7- AFFNI76,Oysters ,18/07/2022,No harmful species observed ,120,No harmful species observed ,No harmful species observed,OPEN,
Strangford,S2-AFFNI42,Mussels,19/07/2022,No harmful species observed,240,No harmful species observed,No harmful species observed,OPEN ,
Dundrum Bay,Inner North - DB1 - AFFNI95A,Oysters ,25/07/2022,No harmful species observed,2300,No harmful species observed,No harmful species observed,OPEN ,
Killough ,K1 - AFFNI18,Oysters ,25/07/2022,20,800,No harmful species observed,No harmful species observed,OPEN ,
Carlingford,C1 - AFFNI27,Mussels ,26/07/2022,No harmful species observed,No harmful species observed,No harmful species observed,No harmful species observed ,OPEN ,
Carlingford,C11 - AFFNI84,Oysters,26/07/2022,20,200,20,No harmful species observed,OPEN ,
Carlingford,"C15 - AFFNI89 - Represents C7 AFFNI73, C9 - AFFNI39, C17 AFFNI92",Oysters ,26/07/2022,No harmful species observed,480,No harmful species observed,No harmful species observed,OPEN ,
Carlingford ,Narrow Water Wild Fishery,Mussels,26/07/2022,No harmful species observed,No harmful species observed,No harmful species observed,No harmful species observed,OPEN ,
Belfast ,B1 - AFFNI55,Mussels,01/08/2022,20,1580,No harmful species observed ,No harmful species observed,OPEN ,
Belfast ,B3 - AFFNI50,Mussels,01/08/2022,No harmful species observed,2020,No harmful species observed ,No harmful species observed ,OPEN ,
Belfast ,B12 - AFFNI54,Mussels,01/08/2022,20,2260,No harmful species observed,No harmful species observed,OPEN ,
Belfast ,B20 - AFFNI53,Mussels,01/08/2022,140,540,No harmful species observed,No harmful species observed,OPEN ,DSP Cells above trigger levels notification issued 03.08.2022 biotoxin sample due 08.08.2022
Larne Lough,L3 AFFNI 88,Oysters,01/08/2022,No harmful species observed,360,No harmful species observed,No harmful species observed,OPEN ,
Strangford ,S7- AFFNI76,Oysters ,01/08/2022,No harmful species observed ,620,No harmful species observed ,No harmful species observed,OPEN,
Strangford ,S2-AFFNI42,Mussels,02/08/2022,No harmful species observed ,200,No harmful species observed,No harmful species observed,OPEN ,
Carlingford,C1 - AFFNI27,Mussels,09/08/2022,No harmful species observed,No harmful species observed,No harmful species observed ,No harmful species observed ,OPEN ,
Carlingford,C11 - AFFNI84,Oysters ,09/08/2022,No harmful species observed ,120,No harmful species observed ,No harmful species observed ,OPEN,
Carlingford ,"C15 - AFFNI89 - Represents C7 AFFNI73, C9 - AFFNI39, C17 AFFNI92",Oysters,09/08/2022,No harmful species observed ,80,No harmful species observed,No harmful species observed ,OPEN,
Carlingford ,Narrow Water Wild Fishery ,Mussels,09/08/2022,No harmful species observed,No harmful species observed,No harmful species observed,No harmful species observed,OPEN ,
Dundrum Bay,Inner North - DB1 - AFFNI95A,Oysters ,09/08/2022,No harmful species observed,840,No harmful species observed ,No harmful species observed,OPEN ,
Killough,K1 - AFFNI18,Oysters ,09/08/2022,No harmful species observed ,4600,No harmful species observed,No harmful species observed ,OPEN ,
Belfast ,B1 - AFFNI55,Mussels,15/08/2022,No harmful species observed ,19120,No harmful species observed ,No harmful species observed ,OPEN ,
Belfast ,B3 - AFFNI50,Mussels,15/08/2022,300,113200,No harmful species observed,No harmful species observed,OPEN ,DSP  CellS above trigger level outreach notice issued 16.8.2022 biotoxin sample due 22.8.2022
Belfast ,B12 - AFFNI54,Mussels,15/08/2022,1100,29600,No harmful species observed ,No harmful species observed,OPEN ,DSP Cells above trigger levels notification issued 03.08.2022 biotoxin sample due 08.08.2022
Belfast ,B20 - AFFNI53,Mussels,15/08/2022,180,780,No harmful species observed ,No harmful species observed,OPEN,DSP Cells above trigger level notification issued 16.8.2022 biotoxin sample due 
Strangford ,S7-AFFNI76,Oysters ,15/08/2022,20,No harmful species observed ,No harmful species observed ,No harmful species observed ,OPEN ,
Larne Lough,L3 AFFNI 88,Oysters ,16/08/2022,No harmful species observed,No harmful species observed,No harmful species observed,No harmful species observed,OPEN ,
Strangford ,S2-AFFNI42,Mussels,16/08/2022,No harmful species observed ,160,No harmful species observed ,No harmful species observed,OPEN ,
Carlingford ,C1 - AFFNI27,Mussels ,23/08/2022,No harmful species observed,No harmful species observed ,No harmful species observed,No harmful species observed,OPEN ,
Carlingford,C11 - AFFNI84,Oysters,23/08/2022,No harmful species observed,80,No harmful species observed,No harmful species observed,OPEN ,
Carlingford ,"C15 - AFFNI89 - Represents C7 AFFNI73, C9 - AFFNI39, C17 AFFNI92",Oysters ,23/08/2022,No harmful species observed,No harmful species observed,No harmful species observed,No harmful species observed,OPEN ,
Carlingford ,Narrow Water Wild Fishery ,Mussels,23/08/2022,No harmful species observed,No harmful species observed,No harmful species observed,No harmful species observed,OPEN ,
Dundrum Bay ,Inner North - DB1 - AFFNI95A,Oysters ,23/08/2022,No harmful species observed,600,No harmful species observed,No harmful species observed,OPEN ,
Killough,K1 - AFFNI18,Oysters,23/08/2022,No harmful species observed ,640,No harmful species observed,No harmful species observed,OPEN ,
Larne Lough,L3 AFFNI 88,Oysters,29/08/2022,No harmful species observed,320,No harmful species observed,No harmful species observed,OPEN ,
Belfast ,B1 - AFFNI55,Mussels ,30/08/2022,No harmful species observed,6080,No harmful species observed,No harmful species observed,Open ,
Belfast ,B3 - AFFNI50,Mussels ,30/08/2022,120,6240,No harmful species observed ,No harmful species observed ,OPEN,DSP Cells above trigger level outreach notification issued 31.8.2022
Belfast ,B12 - AFFNI54,Mussels ,30/08/2022,60,2620,No harmful species observed,No harmful species observed,OPEN ,
Belfast ,B20 - AFFNI53,Mussels ,30/08/2022,20,740,No harmful species observed,No harmful species observed,OPEN ,
Strangford ,S2-AFFNI42,Mussels ,30/08/2022,No harmful species observed,40,No harmful species observed,No harmful species observed,OPEN,
Strangford ,S7-AFFNI76,Oysters ,30/08/2022,No harmful species observed ,No harmful species observed ,No harmful species observed ,No harmful species observed ,OPEN,
Carlingford ,C1 - AFFNI27,Mussels,05/09/2022,No harmful species observed,No harmful species observed,No harmful species observed,No harmful species observed,OPEN ,
Carlingford,C11 - AFFNI84,Oysters,05/09/2022,No harmful species observed,160,No harmful species observed,No harmful species observed,OPEN ,
Carlingford,"C15 - AFFNI89 - Represents C7 AFFNI73, C9 - AFFNI39, C17 AFFNI92",Oysters ,05/09/2022,No harmful species observed,80,No harmful species observed,No harmful species observed,OPEN ,
Carlingford ,Narrow Water Wild Fishery ,Mussels,05/09/2022,No harmful species observed,No harmful species observed,No harmful species observed,No harmful species observed,OPEN ,
Dundrum Bay,Inner North - DB1 - AFFNI95A,Oysters,06/09/2022,No harmful species observed,880,No harmful species observed,No harmful species observed,OPEN,
Killough,K1 - AFFNI18,Oysters,06/09/2022,No harmful species observed,160,No harmful species observed,No harmful species observed,OPEN,
Belfast ,B1 - AFFNI55,Mussels ,12/09/2022,No harmful species observed,1460,No harmful species observed,No harmful species observed,OPEN,
Belfast ,B3 - AFFNI50,Mussels,12/09/2022,No harmful species observed,800,No harmful species observed,No harmful species observed,OPEN ,
Belfast ,B12 - AFFNI54,Mussels ,12/09/2022,No harmful species observed,980,No harmful species observed,No harmful species observed,OPEN ,
Belfast ,B20 - AFFNI53,Mussels ,12/09/2022,No harmful species observed,400,No harmful species observed,No harmful species observed ,OPEN ,
Larne Lough ,L3 AFFNI 88,Oysters ,12/09/2022,No harmful species observed,No harmful species observed,No harmful species observed,No harmful species observed,OPEN ,
Strangford,S2-AFFNI42,Mussels ,12/09/2022,No harmful species observed,No harmful species observed,No harmful species observed,No harmful species observed,OPEN ,
Strangford ,S7-AFFNI76,Oysters ,12/09/2022,No harmful species observed ,No harmful species observed ,No harmful species observed ,No harmful species observed ,OPEN ,
Carlingford ,C1 - AFFNI27,Mussels ,20/09/2022,No harmful species observed,No harmful species observed,No harmful species observed,No harmful species observed,OPEN,
Carlingford,C11 - AFFNI84,Oysters,20/09/2022,No harmful species observed,940,No harmful species observed,No harmful species observed,OPEN,
Carlingford ,"C15 - AFFNI89 - Represents C7 AFFNI73, C9 - AFFNI39, C17 AFFNI92",Oysters ,20/09/2022,No harmful species observed,No harmful species observed,No harmful species observed,No harmful species observed,OPEN ,
Carlingford ,Narrow Water Wild Fishery ,Mussels,20/09/2022,No harmful species observed,320,No harmful species observed,No harmful species observed,OPEN ,
Dundrum Bay,Inner North - DB1 - AFFNI95A,Oysters,20/09/2022,20,340,No harmful species observed,No harmful species observed,OPEN,
Killough ,K1 - AFFNI18,Oysters ,20/09/2022,No harmful species observed ,720,No harmful species observed,No harmful species observed,OPEN ,
Belfast ,B1 - AFFNI55,Mussels ,25/09/2022,No harmful species observed,8260,No harmful species observed,No harmful species observed,OPEN,
Belfast ,B3 - AFFNI50,Mussels,25/09/2022,No harmful species observed,8500,No harmful species observed,No harmful species observed,OPEN,
Belfast ,B12 - AFFNI54,Mussels,25/09/2022,No harmful species observed,3040,No harmful species observed,No harmful species observed,OPEN,
Belfast ,B20 - AFFNI53,Mussels ,25/09/2022,No harmful species observed,680,No harmful species observed,No harmful species observed,OPEN,
Larne Lough ,L3 AFFNI 88,Oysters,26/09/2022,No harmful species observed,No harmful species observed,No harmful species observed,No harmful species observed,OPEN,
Strangford,S2-AFFNI42,Mussels,26/09/2022,No harmful species observed,No harmful species observed,No harmful species observed,No harmful species observed,OPEN,
Strangford ,S7-AFFNI76,Oysters,26/09/2022,No harmful species observed ,No harmful species observed ,No harmful species observed ,No harmful species observed ,OPEN ,
Belfast ,B1 - AFFNI55,Mussels ,03/10/2022,No harmful species observed,1840,No harmful species observed,No harmful species observed,OPEN,
Belfast ,B3 - AFFNI50,Mussels ,03/10/2022,No harmful species observed,480,No harmful species observed,No harmful species observed,OPEN ,
Belfast,B12 - AFFNI54,Mussels ,03/10/2022,No harmful species observed,No harmful species observed,No harmful species observed,No harmful species observed,OPEN ,
Belfast ,B20 - AFFNI53,Mussels ,03/10/2022,No harmful species observed,300,No harmful species observed,No harmful species observed,OPEN ,
Carlingford ,C1 - AFFNI27,Mussels,03/10/2022,No harmful species observed,No harmful species observed,No harmful species observed,No harmful species observed,OPEN ,
Carlingford,C11 - AFFNI84,Oysters ,03/10/2022,No harmful species observed,120,No harmful species observed,No harmful species observed,OPEN ,
Carlingford ,"C15 - AFFNI89 - Represents C7 AFFNI73, C9 - AFFNI39, C17 AFFNI92",Oysters,03/10/2022,No harmful species observed ,No harmful species observed,No harmful species observed,No harmful species observed,OPEN ,
Carlingford ,Narrow Water Wild Fishery ,Mussels,03/10/2022,No harmful species observed,No harmful species observed,No harmful species observed,No harmful species observed,OPEN ,
Larne Lough ,L3 AFFNI 88,Oysters,03/10/2022,No harmful species observed,No harmful species observed,No harmful species observed,No harmful species observed,OPEN ,
Dundrum Bay,Inner North - DB1 - AFFNI95A,Oysters,10/10/2022,No harmful species observed,No harmful species observed,No harmful species observed,No harmful species observed,OPEN ,
Killough ,K1 - AFFNI18,Oysters,10/10/2022,No harmful species observed,No harmful species observed,No harmful species observed,No harmful species observed,OPEN ,
Lough Foyle,Production Area 3,Oysters/Mussels,10/10/2022,No harmful species observed,120,No harmful species observed,No harmful species observed,OPEN ,
Lough Foyle ,Production Area 4 ,Oysters/Mussels ,10/10/2022,No harmful species observed,40,No harmful species observed,No harmful species observed,OPEN,
Strangford,S2-AFFNI42,Mussels,10/10/2022,No harmful species observed,No harmful species observed,No harmful species observed,No harmful species observed,OPEN ,
Strangford ,S7-AFFNI76,Oysters,11/10/2022,No harmful species observed ,No harmful species observed ,No harmful species observed ,No harmful species observed ,OPEN,
Belfast ,B1 - AFFNI55,Mussels,16/10/2022,No harmful species observed,No harmful species observed,No harmful species observed,No harmful species observed,OPEN ,
Belfast  ,B3 - AFFNI50,Mussels ,16/10/2022,No harmful species observed,160,No harmful species observed,No harmful species observed,OPEN ,
Belfast  ,B12 - AFFNI54,Mussels,16/10/2022,No harmful species observed,No harmful species observed,No harmful species observed,No harmful species observed,OPEN ,
Belfast  ,B20 - AFFNI53,Mussels,16/10/2022,No harmful species observed,560,No harmful species observed,No harmful species observed,OPEN ,
Larne Lough ,L3 AFFNI 88,Oysters,17/10/2022,No harmful species observed,160,No harmful species observed,No harmful species observed,OPEN ,
Carlingford,C1 - AFFNI27,Mussels,24/10/2022,20,60,No harmful species observed,No harmful species observed,OPEN,
Carlingford,C11 - AFFNI84,Oysters ,24/10/2022,No harmful species observed,140,No harmful species observed,No harmful species observed,OPEN ,
Carlingford ,"C15 - AFFNI89 - Represents C7 AFFNI73, C9 - AFFNI39, C17 AFFNI92",Oysters ,24/10/2022,No harmful species observed,420,No harmful species observed,620,OPEN ,
Carlingford ,Narrow Water Wild Fishery ,Mussels,24/10/2022,No harmful species observed,80,No harmful species observed,No harmful species observed,OPEN ,
Dundrum Bay ,Inner North - DB1 - AFFNI95A,Oysters ,24/10/2022,No harmful species observed,No harmful species observed,No harmful species observed,20,OPEN ,
Killough ,K1 - AFFNI18,Oysters ,24/10/2022,No harmful species observed,120,No harmful species observed,No harmful species observed,OPEN ,
Lough Foyle ,Production Area 3,Oysters/Mussels,24/10/2022,No harmful species observed,No harmful species observed,No harmful species observed,No harmful species observed,OPEN,
Lough Foyle ,Production Area 4,Oysters/Mussels ,24/10/2022,No harmful species observed,No harmful species observed,No harmful species observed,No harmful species observed,OPEN,
Strangford,S2-AFFNI42,Mussels ,24/10/2022,No harmful species observed ,No harmful species observed,No harmful species observed,No harmful species observed,OPEN ,
Strangford ,S7 -AFFNI76,Oysters ,24/10/2022,No harmful species observed ,No harmful species observed ,No harmful species observed ,No harmful species observed ,OPEN ,
Belfast ,B1 - AFFNI55,Mussels,31/10/2022,No harmful species observed,No harmful species observed,No harmful species observed,No harmful species observed,OPEN ,
Belfast ,B3 - AFFNI50,Mussels,31/10/2022,No harmful species observed,No harmful species observed,No harmful species observed,No harmful species observed,OPEN ,
Belfast  ,B12 - AFFNI54,Mussels,31/10/2022,No harmful species observed,200,No harmful species observed,No harmful species observed,OPEN ,
Belfast  ,B20 - AFFNI53,Mussels,31/10/2022,No harmful species observed,120,No harmful species observed,No harmful species observed,OPEN ,
Larne Lough ,L3 AFFNI 88,Oysters,01/11/2022,No harmful species observed,No harmful species observed,No harmful species observed,No harmful species observed,OPEN ,
Dundrum Bay ,Inner North - DB1 - AFFNI95A,Oysters ,07/11/2022,No harmful species observed,No harmful species observed,No harmful species observed,No harmful species observed,OPEN ,
Killough ,K1 - AFFNI18,Oysters ,07/11/2022,No harmful species observed,80,No harmful species observed,No harmful species observed,OPEN ,
Strangford,S2-AFFNI42,Mussels ,07/11/2022,No harmful species observed ,No harmful species observed,No harmful species observed,No harmful species observed,OPEN ,
Strangford ,S7 -AFFNI76,Oysters ,07/11/2022,No harmful species observed ,No harmful species observed ,No harmful species observed ,No harmful species observed ,OPEN ,
Belfast ,B1 - AFFNI55,Mussels ,14/11/2022,No harmful species observed ,140,No harmful species observed,No harmful species observed,OPEN ,
Belfast,B3 - AFFNI50,Mussels ,14/11/2022,No harmful species observed,40,No harmful species observed,No harmful species observed,OPEN ,
Belfast,B12 - AFFNI54,Mussels ,14/11/2022,No harmful species observed,No harmful species observed,No harmful species observed,No harmful species observed,OPEN ,
Belfast,B20 - AFFNI53,Mussels ,14/11/2022,No harmful species observed,40,No harmful species observed,No harmful species observed,OPEN ,
Larne Lough ,L3 AFFNI 88,Oysters,14/11/2022,No harmful species observed,No harmful species observed,No harmful species observed,No harmful species observed,OPEN,
Lough Foyle ,Production Area 3,Oysters/Mussels,14/11/2022,No harmful species observed,40,No harmful species observed,No harmful species observed,OPEN,
Lough Foyle ,Production Area 4,Oysters/Mussels ,14/11/2022,No harmful species observed,40,No harmful species observed,No harmful species observed,OPEN,
Carlingford,C1 - AFFNI27,Mussels,15/11/2022,No harmful species observed,No harmful species observed,No harmful species observed,No harmful species observed,OPEN ,
Carlingford,C11 - AFFNI84,Oysters,15/11/2022,No harmful species observed,No harmful species observed,No harmful species observed,No harmful species observed,OPEN,
Carlingford,"C15 - AFFNI89 - Represents C7 AFFNI73, C9 - AFFNI39, C17 AFFNI92",Oysters ,15/11/2022,No harmful species observed,No harmful species observed,No harmful species observed,No harmful species observed,OPEN ,
Carlingford ,Narrow Water Wild Fishery ,Mussels,15/11/2022,No harmful species observed,No harmful species observed,No harmful species observed,No harmful species observed,OPEN ,
Dundrum Bay ,Inner North - DB1 - AFFNI95A,Oysters ,21/11/2022,No harmful species observed,40,No harmful species observed,No harmful species observed,OPEN ,
Killough ,K1 - AFFNI18,Oysters,21/11/2022,No harmful species observed,No harmful species observed,No harmful species observed,No harmful species observed,OPEN,
Strangford,S2-AFFNI42,Mussels ,21/11/2022,No harmful species observed,No harmful species observed,No harmful species observed,No harmful species observed,OPEN ,
Strangford ,S7 -AFFNI76,Oysters ,21/11/2022,No harmful species observed ,No harmful species observed ,No harmful species observed ,No harmful species observed ,OPEN ,
Belfast ,B1 - AFFNI55,Mussels,28/11/2022,No harmful species observed,No harmful species observed,No harmful species observed,No harmful species observed,OPEN ,
Belfast,B3 - AFFNI50,Mussels,28/11/2022,No harmful species observed,No harmful species observed,No harmful species observed,No harmful species observed,OPEN,
Belfast,B12 - AFFNI54,Mussels ,28/11/2022,No harmful species observed,No harmful species observed,No harmful species observed,No harmful species observed,OPEN ,
Belfast,B20 - AFFNI53,Mussels,28/11/2022,No harmful species observed,No harmful species observed,No harmful species observed,No harmful species observed,OPEN,
Carlingford,C1 - AFFNI27,Mussels ,29/11/2022,No harmful species observed,No harmful species observed,No harmful species observed,No harmful species observed,OPEN,
Carlingford,C11 - AFFNI84,Oysters ,29/11/2022,No harmful species observed,No harmful species observed,No harmful species observed,No harmful species observed,OPEN,
Carlingford,"C15 - AFFNI89 - Represents C7 AFFNI73, C9 - AFFNI39, C17 AFFNI92",Oysters ,29/11/2022,No harmful species observed,40,No harmful species observed,No harmful species observed,OPEN ,
Carlingford ,Narrow Water Wild Fishery ,Mussels,29/11/2022,No harmful species observed,No harmful species observed,No harmful species observed,No harmful species observed,OPEN ,
Larne Lough ,L3 AFFNI 88,Oysters ,29/11/2022,No harmful species observed,No harmful species observed,No harmful species observed,No harmful species observed,OPEN ,
Lough Foyle ,Production Area 3,Oysters/Mussels,29/11/2022,No harmful species observed,No harmful species observed,No harmful species observed,No harmful species observed,OPEN ,
Lough Foyle ,Production Area 4,Oysters/Mussels ,29/11/2022,No harmful species observed,No harmful species observed,No harmful species observed,No harmful species observed,OPEN ,
Strangford,S2 -AFFNI42,Mussels,05/12/2022,No harmful species observed,No harmful species observed,No harmful species observed,No harmful species observed,OPEN ,
Strangford ,S7 -AFFNI76,Oysters,05/12/2022,No harmful species observed ,No harmful species observed ,No harmful species observed ,No harmful species observed ,OPEN ,
Dundrum Bay ,Inner North -DB1- AFFNI95A ,Oysters ,07/12/2022,No harmful species observed,No harmful species observed,No harmful species observed,No harmful species observed,OPEN ,
Killough ,K1 -AFFNI18,Oysters ,07/12/2022,No harmful species observed ,No harmful species observed ,No harmful species observed ,No harmful species observed ,OPEN ,
Belfast ,B1 - AFFNI55,Mussels ,12/12/2022,No harmful species observed,No harmful species observed,No harmful species observed,No harmful species observed,OPEN ,
Belfast  ,B3 - AFFNI50,Mussels ,12/12/2022,No harmful species observed,No harmful species observed,No harmful species observed,No harmful species observed,OPEN ,
Belfast,B12 - AFFNI54,Mussels ,12/12/2022,No harmful species observed,No harmful species observed,No harmful species observed,No harmful species observed,OPEN ,
Belfast,B20 AFNNI53,Mussels ,12/12/2022,No harmful species observed,No harmful species observed,No harmful species observed,No harmful species observed,OPEN,
Carlingford,C1 - AFFNI27,Mussels,12/12/2022,No harmful species observed,No harmful species observed,No harmful species observed,No harmful species observed,OPEN ,
Carlingford,C11 - AFFNI84,Oysters ,12/12/2022,No harmful species observed,No harmful species observed,No harmful species observed,No harmful species observed,OPEN ,
Carlingford,"C15 - AFFNI89 - Represents C7 AFFNI73, C9 - AFFNI39, C17 AFFNI92",Oysters ,12/12/2022,No harmful species observed,No harmful species observed,No harmful species observed,No harmful species observed,OPEN ,
Carlingford ,Narrow Water Wild Fishery ,Mussels,12/12/2022,No harmful species observed,No harmful species observed,No harmful species observed,No harmful species observed,OPEN ,
Lough Foyle ,Production Area 3,Oysters/Mussels,12/12/2022,No harmful species observed,No harmful species observed,No harmful species observed,No harmful species observed,OPEN ,
Lough Foyle ,Production Area 4,Oysters/Mussels ,12/12/2022,No harmful species observed,No harmful species observed,No harmful species observed,No harmful species observed,OPEN,
Larne Lough ,L3 AFFNI 88,Oysters ,14/12/2022,No harmful species observed,No harmful species observed,No harmful species observed,No harmful species observed,OPEN ,
Lough Foyle ,Production Area 3,Oysters/Mussels,19/12/2022,No harmful species observed,No harmful species observed,No harmful species observed,No harmful species observed,OPEN ,
Lough Foyle ,Production Area 4,Oysters/Mussels ,19/12/2022,No harmful species observed,No harmful species observed,No harmful species observed,No harmful species observed,OPEN,
Strangford,S2 -AFFNI42,Mussels,19/12/2022,No harmful species observed,No harmful species observed,No harmful species observed,No harmful species observed,OPEN ,
Strangford ,S7 AFFNI76,Oysters ,19/12/2022,No harmful species observed ,No harmful species observed ,No harmful species observed ,No harmful species observed ,OPEN ,
Carlingford,C1 - AFFNI27,Mussels,20/12/2022,No harmful species observed,No harmful species observed,No harmful species observed,No harmful species observed,OPEN ,
Carlingford,C11 - AFFNI84,Oysters ,20/12/2022,No harmful species observed,No harmful species observed,No harmful species observed,No harmful species observed,OPEN,
Carlingford ,"C15 - AFFNI89 - Represents C7 AFFNI73, C9 - AFFNI39, C17 AFFNI92",Oysters ,20/12/2022,No harmful species observed,No harmful species observed,No harmful species observed,No harmful species observed,OPEN ,
Carlingford ,Narrow Water Wild Fishery ,Mussels ,20/12/2022,No harmful species observed,No harmful species observed,No harmful species observed,No harmful species observed,OPEN ,
Dundrum Bay ,Inner North -DB1- AFFNI95A ,Oysters ,20/12/2022,No harmful species observed,No harmful species observed,No harmful species observed,No harmful species observed,OPEN ,
Killough,K1 -AFFNI18,Oysters ,20/12/2022,No harmful species observed,No harmful species observed,No harmful species observed,No harmful species observed,OPEN ,
Belfast ,B1 - AFFNI55,Mussels ,29/12/2022,No harmful species observed,No harmful species observed,No harmful species observed,No harmful species observed,OPEN ,
Belfast,B3 - AFFNI50,Mussels ,29/12/2022,No harmful species observed,No harmful species observed,No harmful species observed,No harmful species observed,OPEN ,
Belfast  ,B12 - AFFNI54,Mussels ,29/12/2022,No harmful species observed,No harmful species observed,No harmful species observed,No harmful species observed,OPEN ,
Belfast,B20 AFNNI53,Mussels ,29/12/2022,No harmful species observed,No harmful species observed,No harmful species observed,No harmful species observed,OPEN,
Larne Lough ,L3 AFFNI 88,Oysters,29/12/2022,,,,,OPEN ,sampling suspended until 2023
